C1,C2,C3,C4,C5
R6GZ49Q77409B,"It’s put together badly and not worth the money in my opinion . Good job I only have a small lawn , it’s flimsy built",3,2024-06-03,United Kingdom
R6IHUCKGSBN1K,"I already have an older fire stick, so thought this would be easy.When I first turned it on I was asked if I wanted to copy across my settings - of course I said yes, but it didn't actually do anything, and I had to go through everything manually.So all a bit laborious, but working ok until it came to Disney+.  I tried logging in though my phone - it sent an alert but didn't recognise I'd clicked ok.  I tried a password (even resetting) but it just hung.  I tried a one time code - nothing.  I followed advice online - turn off and on, delete and reinstall the app, clear the cache, etc - nothing.I even received an email from Disney+ to tell me a new device had logged into my account, so no issue from their end - the stick itself just wouldn't play.After an hour I gave up and asked for a refund.",2,2024-11-04,United Kingdom
R6KPRKF4MMC7Q,Had loads of error messages coming up. I struggled with getting the cuff in right position causing me to be stressed. Decided not for me and to return it,2,2024-03-08,United Kingdom
R6KPZ61FWXSFR,"Doesn’t have a lot of power at all, is okay for doing small jobs. Broke after a year of light use",2,2021-08-03,United Kingdom
R6L6T996SDWFO,I bought one of these. When I put it together is was clearly not well manufactured. Burrs still on the screws and nothing really fitted well. It kept cutting out in use and finally just would not start at all. Failed just out of warranty. Really expensive when it fails like mine.,1,2024-04-27,United Kingdom
R6ML3KGJ6U46R,Don’t last five minutes won’t every buy these again extremely disappointed,1,2023-12-10,United Kingdom
R6NJ3OB84R7R7,Ok,3,2021-04-21,United Kingdom
R6NWRNQHHARA2,"I bought this drill a few months ago and after minimal use it has stopped working, I contacted the company who said they can't locate my order on their system and are now I goring my messages",1,2023-08-22,United Kingdom
R6OF6ZNENAMGQ,Descibed as non-slip - it's all over my desk. Disappointed with this. The wrist rest does notcprovide much support. Woul not buy again.,3,2025-01-16,United Kingdom
R6OWD0Z3MJZ0A,"Waste of money , rarely let's off any fragrance,  but when it does it doesn't last long (does smell nice though)",2,2022-07-23,United Kingdom
R6PNQQ6TFBRXZ,Didn’t last,1,2024-10-01,United Kingdom
R6QWMD25WU7JC,"One Star , For the simple reason, What a stupid idea not to have the Blade packed separately with the washers, Found it impossible to loosen without taking your hand off, Tried it as is but Blade too far back inside to attempt to cut grass, Will keep trying though very dangerous, even with sturdy gloves, Andy OAP Scotland",1,2025-03-18,United Kingdom
R6QYLOZ047F5X,"Not for me, it's extremely pungent vanilla aroma was not to my taste this time. My family didn't approve either so I won't be buying it again.  Others may love it, but things like this are very personal. Packed well and the bottle looks terrific,  scent however no.",2,2024-04-21,United Kingdom
R6RL6J0GQFI3F,"I purchased this to check my blood pressure obviously but I have never got the item to work, I thought it was me at first (it still might be) but after trying a few times, I will try again tonight but to be honest I think it was the product.If I do get it to work I will update my reviewOk I retried turns out I had a faulty cable, does the job now, no complants",3,2024-05-30,United Kingdom
R6SCI1SK1YVTV,"My Karcher K2 started to leak internally after only 1 year, quite annoying since I only use it occasionally in summer. Yes I can buy parts for it, my little Black and Decker lasted me 10 years with no problems and big regret replacing it with a Karcher.",3,2024-05-27,United Kingdom
R6VDQ7CYGL44X,"Easy to assemble, except the collection box which was tricky as the links kept popping out again.  Great long cable.  Fair first cut using this machine.  Blade could be sharper. The collection box is hard to get into and out of the back of the machine.  No flap to say the box is full,  so you have to keep checking by opening the lid.  It's a fair machine for the price,  but the collecting box needs a redesign.",3,2023-04-22,United Kingdom
R6WCVRCV0DXCW,Zero longevity. Diluting juice. Great smell if applied every ten minutes,3,2022-07-17,United Kingdom
R6XHMD2L1O0ZD,This air fresher is not worst it. Its nothing as described. Doesn't last and its just a wast.,1,2024-09-10,United Kingdom
R6XZ0C675K2TJ,"Was really looking forward to this item arriving, but I’m left dissatisfied with its performance.The unit looks smart, there are various scent strength buttons which I immediately set to maximum.I’ve had it on for 12 hours or so and I have smelt NOTHING from the unit!Even when I stood closer to it, there’s just no smell!I would not recommend this item due to lack of control over the length of time it can “release” scent and also due to the fact IT DOES NOT RELEASE ANYTHING!I know it’s on as there’s a blue light but it’s not worth wasting your money on.I’m gutted I ordered the unit and 2 refill bottles!!! Silly me!I’ll stick to candles in future if I require a nice scent in my home",1,2020-04-10,United Kingdom
R6Y6DK820T72D,"well if you have a flat lawn and are a younger person this lawn mower is probably ok but for an older person with a slightly uneven lawn, it is hard work and gives a very uneven cut. My first instinct was to return it but I thought that I'd try again with it but achieved no better result.",1,2024-07-24,United Kingdom
R6Y6WSBFE0N4I,"Sorry, this smells completely nauseating for me. Bought blind so my own fault, you win some you lose some. I cannot imagine that this is anything close to the Tim Ford original it sets out to imitate. I love vanilla and I love tobacco, but for me this is a synthetic and sickly mash up that is simply unbearable. Hope it is liked by whoever buys this in the charity shop where I will donate it.",1,2022-12-17,United Kingdom
R6YTN56OYZOMD,Overwhelming vanilla Cannot detect any leather at all.Not for me so another bathroom freshener,3,2024-10-17,United Kingdom
R73DU1M25LCNQ,"I love this desk, although it’s been in mock mode and I can’t seem to figure out how to unlock it. It didn’t come with a manual for troubleshooting. I’ve tried contacting customer support with no luck!Anyone know how to unlock the desk?",3,2025-01-09,United States
R73EI7L27GQVP,Won’t charge a mobile phone but will charge a vape.,2,2024-09-28,United Kingdom
R73PQEWAR2YGS,"What happened flymo! This is one of the weakest and lightest flymo’s I’ve had.. it cut the small front garden perfectly well however the back garden.. you’re having a laugh, the garden has got to be absolutely flat for this lawnmower to do it’s job. The handle is so flimsy it nearly bent and today is my first use of it. It was purchased in July 07th and I’m honestly going to return it or just put it in the slip. This model is not worth purchasing if you have a large garden.. best buy a petrol on, more solid construction.",2,2023-07-16,United Kingdom
R76E13R7A3C4S,I bought this cables and another cable which has the Amazon choice label. This one does not fast charge comparing to the other cable. It is well built but not fast charging,2,2025-01-22,United Kingdom
R7BGNC3TCYY76,I've had this chair for a year in my office. It's a nightmare. We built it following all the instructions and it was fine at first but soon after I started having issues with the height sinking for no reason. We took it apart re built it and it's no better. I start my work day comfortable and end up on the floor. The back support is also terrible if I lean back I feel it's going to snap or tip. I should caveat that I'm of about average weight for my height and that same thing happens when my daughter sits on it. It's a real shame because it looks lovely,1,2025-02-20,United Kingdom
R7JUNESDXX1PO,Good for the price but not comfortable for long hours,3,2024-10-19,United Kingdom
R7OF40OPF74ZF,expensive no battery,2,2018-10-21,United Kingdom
R7ONDIXZN25JO,ok for remotes,3,2023-12-13,United Kingdom
R7R2QP16YFZ20,Didn't work,1,2023-10-31,United Kingdom
R7SDCZ4N7UHII,I could cut my grass with a pair of sissors and do a better job !!!!,1,2024-07-21,United Kingdom
R7SQHHRYITOZ0,It dosent work with apple car play and its slow charger very disappointed with the cable. Stated fast charge but it’s slow on my new iPhone.,2,2024-11-01,United Kingdom
R7SS2P4EP457F,Good in all ways except it broke after first use,1,2021-11-13,United Kingdom
R7VB45XBQ64UN,I imagine this would fit a child or someone otherwise petite. Unfortunately didn’t fit me though. Really disappointed as it looks like a decent quality device.,2,2024-10-08,United Kingdom
R7VYFQ7F4YWGE,Assembly was hard to follow. And it wouldn't start up,1,2024-05-18,United Kingdom
R7WPM4OZUAFO9,"Bad for long term use, have a WFH job and cannot sit in this chair for those hours. Becomes very uncomfortable to sit on.",2,2025-03-18,United Kingdom
R7ZJW6CULGRPH,"I've had better, and worse.",3,2020-07-26,United Kingdom
R825F1ZI5MBZU,"Upon delivery they looked and felt good. I used them today for the first time, I only applied a little pressure and it broke. It seem to me that it was made of cast iron so therefore cannot bend but brakes instead, but as you can see from the photo only part of the iron was connectedto each other. I just missed the return by date by 2 days and can't find anywhere the link to return a broken item This has been my first big disappointment with amazon. Follow up, I've just spen 40 minutes with amazon chat regarding this defected tool and they concluded  nothing is guaranteed once the return by date has expired, I asked did this include an electrical radio for instance and they said yes.That can't be right surely!",1,2023-02-05,United Kingdom
R8488LLTUWX1L,It arrived promptly and was reasonably priced,3,2023-08-02,United Kingdom
R863ELJFUQGSH,"Like all Ryobi One tools it is well built and does the job. I am a 6 foot strong male and I found this machine very difficult to use due to its poor balance and wheight especially at full extension. Whilst I can use it and I am pleased with the results it produces I could not reccomend this machine, the shoulder strap is virtually useless and its weight would be a serious problem to some one with a slighter frame. Ryobi you need to think again about this machine.",2,2024-05-27,United Kingdom
R86YJ3BRQX43D,Broke very quickly,2,2023-12-22,United Kingdom
R89LWXUSVARH6,"Chair is ok, but not as advertised and expected. It is not impressive. Colour is refreshing.The thickness of the seating pad is not as advertised. It is thinner. See my photos.It also makes squeaking noise with smallest movement or as you lean back slightly which is very disturbing and distracting, specially when you are in office meetings.I would not recommend.",3,2025-04-18,United Kingdom
R8ADSG31RHZIJ,Stopped working in less than 6 monthI will contact them for replacement,1,2024-10-26,United Kingdom
R8AHLNDE052NR,"TV reception is very good and even my older DVDs are really improved when played through my 10 year old DVD player. However, a lot of the channels have no information specified on them so it's pot luck as to what, if anything, you get on them. Some channels constantly struggle to come through; flashing blue screen then a brief image followed by the blue screen again. Channels seem to be reduced in number then added to again. I will need to sort out the channel sequence, if at all possible. Otherwise I may just dump this set and get a better one.",2,2024-07-29,United Kingdom
R8AVH7YB2FEXA,"Ok for price, to include with any electronic toys yiu give as presents. However, if you use them for yourself - they don’t last very long!",3,2025-04-18,United Kingdom
R8EE4G287SBU0,"It's fine at lower volume, but there is a lot of distortion when you turn the volume up.",3,2021-03-14,United Kingdom
R8FZNWIE4I20W,"I needed speakers after a new PC build, and cheap ones for now.Their sound is not terribly good but acceptable.Power from USB C is nice and they look good.",3,2020-07-18,United Kingdom
R8GZ3XGOM05TJ,I have this monitor but no matter how many times I take my blood pressure i get different readings does anyone else have this problem? any help would be appreciated,2,2025-04-06,United Kingdom
R8I81G17ABMM8,Tried to drill a hole in my Ikea couch but wasn't powerful enough to penetrate the wood. If you're looking to drill holes in furniture go for a more powerful drill,2,2024-07-01,United Kingdom
R8IWE4MXN17II,"The product arrived missing a rubber washer inside the part that connects to the hosepipe. Fortunately, a neighbour helped in sourcing a washer from an old broken machine I had in the garage. I wouldn't have known this without some help. I have rated this a 2 as it would have been totally ineffective without the part (which was missing).On using the product it was easy and cleaned block paving with ease.",2,2024-06-22,United Kingdom
R8MS0CH0MOHBT,"It creaks SO much!! sends me mad. Otherwise it looks great, its mostly comfortable except the pattern/texture can dig into my skin a bit but I've opted for a cushion and now its fine. Just wish i could fix the irritating creaking",3,2024-05-13,United Kingdom
R8PGG4MKCSC8G,Have bought similar in past.Power connection does not always work. Not tried batteries yet. Dissapointed.,3,2024-07-27,United Kingdom
R8Q66F2ZU7QZE,This TV has nice picture quality  but not easy use in terms of switching on and finding normal free view channel and navigating can be quite confusing,3,2024-10-26,United Kingdom
R8R9QR4B7PK2S,To slim a mouse Matt and wrist support it’s not padded enough,3,2024-03-12,United Kingdom
R8YG32DPWCUPG,"Heavy and difficult to use, as it dos not hover like it should. I tried to to  adjust the cutting height  but the plastic spanner was not up to the task. I am totally unimpressed  with this product as it is not fit for purposeso I am  returning it",1,2024-06-19,United Kingdom
R8Z8LN7JMTB9Y,Does the job just,3,2022-05-25,United Kingdom
R91O7ADSWN46Y,"I've used the mat a moderate amount (3-4 hours a day, on/off rather than constant) - for only 2 months and the foam in the wrist support has compressed  right down permanently at one point, so it's completely useless as a support now. The mouse area is very small too, especially vertically so you find the mouse constantly bumping into the wrist support. Had a similar mat to this but bigger which lasted several years without issue, but this one will have to go in the bin.",2,2024-03-13,United Kingdom
R93GF9KCQEHGR,"This is a strange one, I'm not getting any vanilla. I do get the tobacco smell after. But initially it has a strange smell I just can't put my finger on. It's like cherry menthol. Definitely doesn't last long on skin, but can smell slightly still on clothes.My wife said it smells like walking into a duty free perfume shop, It gives her a headache lol.I definitely won't be buying again.  Nice bottle though.",2,2024-12-29,United Kingdom
R94X8V30QG2UQ,"Lasted less than a year with minimal use, mostly as a driver as opposed to drilling.Gearbox has locked up and the chuck does not turn.Good while it lasted but it's nothing more than a hobbyist unit for VERY LIGHT jobs around the home.The price reflects this of course.It has a good star rating, it's not rubbish but don't expect too much from it.",1,2022-06-09,United Kingdom
R958ZPUK8ZILY,"To dark, can't see anything.  And looks very cheap. Disappointed.",2,2024-11-13,United Kingdom
R968TLEDEI4NU,The scent doesn’t last,1,2022-01-30,United Kingdom
R96F5D17RXPIQ,"I bought this for cleaning my patio and may be the car. The product is not powerful enough as I thought and does not serve my purpose.I have returned the product few days after receiving it however Amazon has not applied the refund to my account yet, and it is still not showing that they have received the returned product, which they should have done weeks ago! not sure how to contact Amazon to sort this out.",2,2022-06-30,United Kingdom
R979ZJ1SKY659,Hate the dry down smell. It’s not the sweet tobacco leaf it smells like cigarettes. And the vanilla smell disappears. Dissatisfied.,2,2025-03-24,United States
R97O9MU8TUOXP,First two batteries in my prime firestick remote showed as low in power put next 2 in seems ok at the moment. A few weeks later i have exhausted all the batteries in one remote abdominal waste of money,2,2021-12-26,United Kingdom
R98FAWJRUMFUF,So annoying you live alone and you want to get on and set all up and to use not working. This is crazy and frustrating.,1,2024-07-20,United Kingdom
R98K26YS3BCGD,It does not work and I made the mistake of throwing out the packaging. I fully charge battery until red light goes out and the drill does not work. It was cheap I accept but it leaves me wishing I had paid a higher price for a reliable product. It is a great shame as it would have been great value. It looks neat but this is not the point.,1,2024-08-11,United Kingdom
R98WM5P16R48G,"I have bought these same cables a couple of years ago, and they were great! But… we recently moved home, and I bought another set as I lost a lot of my cables and electricals. At first, I was confused as the green light was very faint. All the cables were the same. They also charge my phone very slow, which is strange because they are the exact same cables as before. I’ve asked other people to test this, and they have the same. Only 2 of them work with Apple CarPlay, but even then it can cut out and I need to pull over and try to fix the cable. I’m disappointed this time. I knew that something was off, as my previous sets’ green lights were very bright!",2,2024-09-06,United Kingdom
R9BL4EF2BJTBH,"I haven't yet used it for its main job ( strengthening my shed at my allotment ) , but having tested it , I don't think it is going to be powerful enough to drive screws into 2"" x 2"""".  Perhaps I'm being unfair , I'll know when I've tried it",2,2024-04-21,United Kingdom
R9DU42RO0ENSN,The ad claims a ten-year shelf-life which cannot be substantiated due to there being no date marking on them.I bought these as I found my leakproof Industrial Duracells had leaked.,3,2021-05-29,United Kingdom
R9I22AE6WYHV,"It was OK. I purchased it in September and it is now December and I've had to throw it in the bin as the gel burst out of the wrist support. When it was new, it kept shape well for a week or two but quickly moulded to by wrist - this wasn't terrible and was comfortable in fact. I doubted the longevity at this point. Lo and behold, a month or two later, the gel popped out. Shame.",2,2023-12-14,United Kingdom
R9JD9S8ZJ2M0O,Didn’t last long. Burned through these pretty quickly.,3,2022-09-03,United Kingdom
R9LLESQ82JC3J,"Disappointed that the cuff is too small, and it seems as though generic cuffs aren't compatible with this machine as I did have a larger cuff available from another company that was meant to be generic and fit most machines. Well, it didn't fit this one, and I can't buy a larger cuff from the manufacturer directly (I emailed and asked). Not pleased.",2,2024-07-18,United Kingdom
R9MG9L55QZX2U,"This chair is not good for back support at all, the back broke after barely strenuous use",2,2025-01-31,United Kingdom
R9NXNR20VP4X8,As a lovely.,3,2024-04-21,United Kingdom
R9PBC2FH2E122,When I first began using these Jan 24 I was so pleased. They were quick and I rated them far better than even a Samsung charger. However its now mid march and I need new ones. My phone (samsung note ) now comes up with a message warning slow charger ... It certainly didn't in the beginning. The different lengths are a great feature in the pack though. In a house with teenagers we have chargers in every room (of course they need a decent amount of charge before they vacate to the bathroom for hours ). I'm glad I waited to review as the comparison between Jan and now is quite vast. Off I go to hunt out another set of leads.,2,2024-03-17,United Kingdom
R9PGQ739OI7FI,Looks like fake watch.... even from packing you can tell it doesn’t look like original at all ....,1,2019-11-05,United Kingdom
R9TRFHFHPO2GP,"This worked really nicely... for about 10 days. Starting throwing Err P - inflation failure - more and more frequently. More seriously though, it seems to give innacurate results. It was showing my blood pressure as so high that I've been taken off some quite key medication while we investigate. It turns out that the (accurate) blood pressure machine supplied by my doctor reads my systolic pressure as at least 20 points lower than this machine does every time.So this machine gave me readings so high that it's going to cost me a couple of months of testing and messing around before I can get on with my life again. If you're going to buy it, I recommend testing it against an accurate machine before you draw any conclusions from the results.",1,2024-02-24,United Kingdom
R9UULG8BXC4BA,"I replaced a Karcher pressure washer that I had for around 15 years with this model. By comparison, this version is made of cheap plastics, the hose is farsically stiff such that it doesn't really extend, the tool holder cutouts do not grip properly, the extending handle is loose and the instructions are incomprehensible. Can't recommend it.",2,2024-06-01,United Kingdom
R9X7PN4LDZ7A9,Seemed good for a year or so but the gel in the wrist support has started to seep out as the wrist support part tore. Was daily used in an office envornment but i'm generally pretty careful with it.,3,2024-06-12,United Kingdom
R9XFOMTJG9OXR,"Don’t get taken in by the huge advertising and marketing , this fragrance is cheap and nasty .In my bottom 3 of the 200 fragrances that I own.",1,2022-04-17,United Kingdom
R9YQ5WB5G8HTM,"I bought this TV for my 80 year old parents, specifically because it is “dumb” ie no annoying smart features or online activation just to watch terrestrial tv.The price, picture and sound quality is amazing compared to the 15 year old Sony Bravia it replaced (that ironically was struggling to retune and was losing channels), but the user interface is worse than I thought it would be (my expectations were low for a very cost effective unit) auto tuning litters the channels in what seems to be a random order and it is challenging and time consuming to move eg bbc 1 to “1” that every other tv I have used does automatically.I actually think a smart tv might have been less stressful to set up.",3,2025-01-10,United Kingdom
R9YZ3YGAN5ERH,"I’m a big fan of Ryobi equipment, having a drill, circular saw and multi tool. The cordless system is great, so I bought this with confidence. It is however much heavier than I expected and the harness/shoulder strap is essential, but could be improved in some way, to help the balance. It works well an don’t regret the purchase but found it cumbersome, so be warned, it’s certainly not lightweight.",3,2022-03-23,United Kingdom
RA2W5LR2OKY85,Ok for the price but no fast charging at all… doubt I’ll buy again,2,2025-01-19,United Kingdom
RA3TXMIKY074U,"This is the worst lawn mover ever, it doesn't hover , its really  hard to push forward , it works well backwards which isn't how its meant to be used, first time I have had a Flymo and definitely the last I will stick to Boshe as far better and easier to use , tried with different blade levels and makes no difference, waste of money as will have to buy a new one to replace this before having a back injury .",1,2024-08-19,United Kingdom
RA4ENVP66D8N9,"I’ll say this: for the price, it’s good value. Comfy enough, looks decent – a nice addition to my home office. But here’s the rub (and believe me, you’ll hear the rub): it’s a bit... squeaky. Not ""mildly amusing sitcom-level squeaky,"" but full-on “Are we filming a low-budget horror movie?” squeaky.Sit still, and you’re golden. Move even slightly – adjust your posture, lean back, or God forbid, swivel – and it’s like the chair’s auditioning to be in a percussion band. The 90° flip-up armrests are nice, but I reckon they’re just there to distract you from the symphony of squeaks the rest of the chair produces.In summary: a bargain if you plan to sit motionless, but if you like to fidget or recline, you’ll find yourself questioning life choices. Or at least chair choices.3 stars – functional, but it’s not exactly a quiet achiever.",3,2025-01-10,United Kingdom
RA4UYKORGH9QG,Leads sturdy and strong. Maybe a bit too thick. Doesn't fast charge too good.,3,2024-11-26,United Kingdom
RA5ICZXRYVC5S,The tv is good bur 100percent you need a soundbar as the sound is just tin no bass to it not much settings either,3,2024-08-30,United Kingdom
RA5WWTSS0GDR3,"Cuts out all the time, can either screw in about 2 screws and it cuts out and cant even drill one hole. Definitely buy cheap - buy twice!",2,2024-05-10,United Kingdom
RA8GTFD9RFU19,"It can take forever to load sometimes I ended up quitting, which is a critical issue if it happens too much.The interface is not as well designed as chromecast because everything has to be Amazon prime first. No "" continue watching"".The hardware design is also not as pleasing as Google chrome.""Enter child password "" seems weird wording at first and is proven confusing to children.But we like that you can play voice command games like with any other alexa.But ofc there's still lots room to improve for alexa",3,2024-03-30,United Kingdom
RA93ATNW46HSS,I love the design I just wish it were a little louder. It’s very quiet. My phone at medium volume is louder than the speakers at max and I’m sitting right at my desk too.,1,2024-04-22,United States
RAB2GI3RONNP1,cant smell it when it sprays only know by seeing the mist that it is switched on. Not as good as other air freshners,2,2020-09-09,United Kingdom
RACJ44Q97NQOC,"Sitting in the chair and not moving is comfotable ,however if you move such as leaning back or to the left side or the right side it creaks very badly.I notice the price has gone down since I bought it in February..Very difficult buying something that you cant try before hand but as the old saying goes buy cheaply?Not broken yet but will give it more time.",3,2024-05-14,United Kingdom
RAD8A6SVL3MEX,"They are batteries. I have tried some of them and they work. How good they are and how long they last, remains to be seen.Well priced though.What more can you say about batteries?",3,2024-09-10,United Kingdom
RAEC7IZMOJJ4Q,"Basically, it comes and it does not take to much time to put it together.  That's where you can see its made very cheaply.  On the first mow of the lawn I detached the box to empty the grass and the handle fell off. Grass everywhere, looked at pushing it back in and could see that the plastic is so thin and cheap that it had already worn away - after one use.  I would not recommend this product.",1,2021-11-27,United Kingdom
RAEJFS45O6DJ,"Bought this TV for my mum who doesn’t need a smart tv, so that’s fine. It was delivered on time and a tv engineer tried to set it up but couldn’t get the channels in the correct order and then they kept going off again as he was tuning it. The screws weren’t packaged in any sort of order and were just loose. We sent that one back and another one was delivered efficiently. The same tv engineer installed it for my mum and it worked fine for a couple of weeks. Then she lost all picture and sound and got a message saying ‘please wait’. The engineer came and fixed it and said it was a fault with the tv and not user error. Gave it the stars cos delivery was efficient and the picture is good - when it works! Certainly wouldn’t recommend, though.",3,2023-05-18,United Kingdom
RAEX7HCI1733R,Bought as a gift in August 2023 attempted to use for first time in October 2023 and doesn't work! Amazon say contact seller because it's gone 30 days seller says contact Amazon!! In the meantime I'm out of pocket with a useless drill going round in circles,1,2023-10-27,United Kingdom
RAGXYTQA0T2Q5,The machine itself it good but the cuff is on the small side. Very tight even to put onReturned it and asked  for a refund. But it's been over a week and still no refund,1,2024-11-04,United Kingdom
RAIWXWF1RTED7,"It does the job but isn't versatile, I found it very heavy and difficult to manuvre when it is extended. Can't comment on battery life as I could not use more than 10 minutes as my batteries were worn off",2,2022-08-19,United Kingdom
RAKILYE7EEX3Q,"I'm currently using these speakers as my ""desktop speakers"" because I just haven't bought another set yet. But I'm not crazy about them. Cons: While the sound is pretty clear and doesn't sound cheap, the volume has a strange way about it, and there's no bass or treble control buttons. The turn on/volume knob that you turn takes a long way to turn before hearing the volume, therefore leaving you with less ability to turn it up louder. So because of this I had to install a sound & volume program on my computer to boost the volume up to use with these speakers. The physical design of them looks cool to the eye, but I find it difficult to place them somewhere that's not awkward. Pro's: They have a bit of weight to them, which tells me they aren't cheaply put together. Their structure is definitely solid and the input cords and plug in cord are lengthy enough to be able to move them around different kinds of desks.",2,2023-10-15,United States
RAMLHFC5MFZ9T,"Bought thus 12 weeks ago, only used it twice,the battery ran out and I put it on charge and the battery won't re charge.",2,2023-12-30,United Kingdom
RAN25EQ7C4JIZ,I bought this item due to its claims of fast charging. I've tried it on two separate chargers and it managed 30% in an hour. It's only suitable to charge at normal speeds but its claims of fast charging are a bit over estimated. Looks and feels like a well built product but sadly fast charging it's not in its dna,1,2024-11-15,United Kingdom
RAQ80OFCN7TTE,"I'm sorry, I suppose I didn't read the product description carefully enough.  I had hoped that it would enable me to trim a high hedge without climbing steps.  Unfortunately, it's so heavy I can't control it.  The weight is all up in the air and the control trigger is almost behind my back.  So, if you are a heavily built tall person - like a neighbour who managed it for me -OK - but small, elderly, though reasonably fit like me NO.  I'll probably give it to the neighbour.",1,2022-09-26,United Kingdom
RARIU6DWHYU0R,"Rubbish, it doesn't hover very well and has to be pulled backwards and drags. It doesn't cut grass very well and has to be redone over and over again. Grass box is the size of an ashtray so unless you're mowing a lawn the size of a doormat absolutely useless.",1,2024-06-22,United Kingdom
RATUC3H809Y4B,Not powerful,2,2023-12-05,United Kingdom
RAUO5I5MD56VM,"I cut a 3 foot path and it just spluttered to a stop. Checked everything, changed plug socket etc. Managed to get it going for one rotation then it would just cut out again. I took it inside to investigate and noticed when I got it to start it had flashing lights inside the body before it stopped again, I looked in the manual to find what this flashing meant and found no reference. I did it again and realised it was the motor inside sparking. Long story short it's dead on arrival. Now I have the trouble of disassembling and returning. What a waste of time and money. Very frustrated.",1,2024-04-02,United Kingdom
RAV07ENIQE4XV,It’s ok,3,2024-12-07,United Kingdom
RAXPUBT71I2S4,shocking quality,1,2024-08-26,United Kingdom
RB0JR3RKC99WA,Not fast charging at all.,1,2025-03-12,United Kingdom
RB1O15VXI2RMW,"I have the fire cube so bought the 4k stick as a gift after reading how similar they are. The reason I chose this as a gift was because the TV had become slow to navigate. Unfortunately the fire stick 4k is no better/ possibly worse.Set up was a joke. There were about 5 update screens and had to log in via QR code twice. Not only that but it gets you to download the fire TV app which you didn’t have to before. After 20 minutes of slow updates you have to fight past various screens trying to sell you Amazon services and download sponsored apps. If it were a free product this wouldn’t be so bad, but it was a gift which was quite embarrassing.I can’t recommend it. It’s slow. The power cord is too short. It’s also uses usb micro even though it’s not 2007.If your feeling nostalgic and want to experience janky mid 2000 like tech, this might be for you.",2,2024-04-26,United Kingdom
RB2E77SYRO3F8,Can't even open the bottle ...... several people attempted.,1,2024-12-09,United Kingdom
RB5AVF1VLQGZW,"Both the base and the tabletop are pretty solid and good quality, and the desk works well overall. The tabletop is actually about 59.5""x29.5"" instead of 60""x30"", but that's no biggie. My main gripe is with the assembly. The manual shows a tool that looks like a power screwdriver and casually mentions in tiny print that you need a drill. Guess what, DRILLING is required, too. Seriously?! I get that some people might enjoy marking 18 holes, choosing a 7/64"" bit, and making sure each hole is 10 mm deep, but that's not my jam. If I'd known about this fine print, I would've spent a few extra bucks on a tabletop with predrilled holes.",1,2025-02-26,United States
RB7THRY5SP0JN,"No matter what I do, I can't get the thing to 'hover'. It sits on the grass and has to be dragged/pushed across it like a dead weight. It might work on a bowling green, but anything slightly rougher is a task too far",3,2024-07-03,United Kingdom
RB8LMY02ZHG3O,"I bought this for the length and look as my old cable still worked. At the start, it charged my phone quickly. Now, it shows ""13 hours till full charge"" or even longer. I've tested my charger head with other cables, and it works fine. Disappointing.",1,2024-11-02,United Kingdom
RBA73O8M5GB6L,I was so excited to lose all the old external equipment for viewing when purchasing my apparently all singing all dancing Fire Stick 4K  Brilliant I thought and so it was during setup and my first viewings.  Until I tried to download the Britbox App.  I have an older Firestick on another tv which can cope with Britbox as does my laptop and phone but after half an hour with online assistance Amazon finally admitted that it actually is unavailable on 4K version!!Plus the price dropped by £20 between my purchase and this conversation with Amazon. What to do - who to speak to - no-one. Unhappy is not the word,3,2024-02-11,United Kingdom
RBAJF6MEU27YL,the 3 black conectors to put desk together mising got to silver ones but not  3 of them and not matck the video not happy,1,2024-03-13,United Kingdom
RBCQVL5CITNK4,"This would be a great purchase IF the company provided links to a replacement cuff for those of us with bigger arms. Even looking in the Q&A on here and all the company replies with is the cuff should be big enough within an acceptable arm size range. Great for those who fit into that category, but for the rest of us...*crickets*I am trying to figure out which replacement cuff will work but there's no specs as to the diameter of the hole I need to fill and I don't want to buy something only to have it not work. And sizing is a very important with blood pressure machines...too small can give you a higher than normal result, too big can lead to a lower number.",3,2022-10-26,United Kingdom
RBDQOOD8AUEDP,Smells lovely but only lasted a few days so I’m disappointed,2,2025-03-24,United Kingdom
RBE4I88JLUTEH,I have to forcefully pull it to get the Velcro bits to meet so I can have it strapped on…makes it very uncomfortable for my use as it is extremely tight even before I turn the device on,2,2024-07-25,United Kingdom
RBECDZTV3SL8U,"Such cables with LED lights are not ideal to keep connected to power sources. Even if charged device is disconnected physically, they uses power from source constantly. May be minimal.. but powerbank are being drain without power delivery to ""tobe charged"" device.Not only that... such cables are now letting me down to the extent showing in video with this review. I use same charger for charging my devices and by changing the cable without LED on connected end.. is working brilliantly.  Should not make such cables of inferiarity.I suggest never buy them.",2,2024-09-27,United Kingdom
RBFWK1Y508V8G,"I have been in AFib for a week, I used this monitor and going on the readings even adjusted my medication,  this could have had disastrous effects, DONT BUY THIS ITEM!!Ps , I gave it a one star because I could not put minus 10",1,2024-08-07,United Kingdom
RBJTFVRQ1ZFG,After 3 time’s repeating readings always very different?,3,2024-02-15,United Kingdom
RBK5OFRESG8CZ,Binned this drill after trying to use it once to install new internal door handles and it didn’t even have the power to do this task,2,2022-12-03,United Kingdom
RBKCHE0FU8A7C,Only the long flat one any good others break easily,2,2022-01-15,United Kingdom
